Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels
How to build a basic chatbot,https://docs.microsoft.com/en-us/learn/modules/how-build-basic-chatbot/,8,"4,872","40,829",66.29%,"4,209","2,790","2,961",3,1120.794444,13.80288725,36,4.821576763,241,,,power-platform;power-virtual-agents,business-analyst;developer;maker,beginner
Manage virtual machines with the Azure CLI,https://docs.microsoft.com/en-us/learn/modules/manage-virtual-machines-with-azure-cli/,9,"4,695","35,704",73.32%,"3,759","2,756","3,028",26,805.2063889,10.29017749,51,4.791411043,163,561,366,azure;azure-virtual-machines;azure-clis,developer;administrator;solution-architect;student,beginner
Microsoft Azure Well-Architected Framework - Security,https://docs.microsoft.com/en-us/learn/modules/azure-well-architected-security/,8,"8,284","58,356",36.82%,"7,486","2,756","2,925",71,4452.997778,32.25251891,62,4.818181818,297,,,azure;azure-active-directory,solution-architect;security-engineer,intermediate
Improve incident response with alerting on Azure,https://docs.microsoft.com/en-us/learn/modules/incident-response-with-alerting-on-azure/,9,"4,241","40,032",74.14%,"3,681","2,729","3,081",15,1413.286944,19.99462784,53,4.825,160,"1,275","1,101",azure;azure-monitor,solution-architect;security-engineer;administrator,beginner
Configure user and group accounts,https://docs.microsoft.com/en-us/learn/modules/configure-user-group-accounts/,8,"3,950","34,562",75.06%,"3,608","2,708","2,983",7,1006.068611,15.28205485,24,4.816666667,120,,,azure,administrator,intermediate
Explore provisioning and deploying relational database services in Azure,https://docs.microsoft.com/en-us/learn/modules/explore-provision-deploy-relational-database-offerings-azure/,8,"6,420","54,305",44.45%,"6,020","2,676","2,795",11,3055.493333,28.55601246,31,4.807692308,130,"4,142","2,826",azure,administrator;business-user;data-engineer,beginner
Connect your on-premises network to Azure with VPN Gateway,https://docs.microsoft.com/en-us/learn/modules/connect-on-premises-network-with-vpn-gateway/,5,"9,509","51,084",29.71%,"8,698","2,584","2,374",12,3319.55,20.94573562,39,4.717948718,156,"2,525","1,956",azure;azure-virtual-network;azure-vpn-gateway,solution-architect;administrator,beginner
Facilitate meetings and events with Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/facilitate-meetings-events-microsoft-teams/,7,"47,484","148,506",10.58%,"24,120","2,552","1,097",15,2386.166667,3.015120883,36,4.792,125,,,m365;office-teams,business-analyst;business-owner;business-user;student,beginner
Create tables in Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/modules/get-started-with-powerapps-common-data-service/,8,"6,975","44,294",45.71%,"5,511","2,519","1,808",12,2292.860278,19.72352927,71,4.700636943,157,,,power-platform;power-apps;common-data-service,business-user;functional-consultant;maker,beginner
Use visuals in Power BI,https://docs.microsoft.com/en-us/learn/modules/visuals-in-power-bi/,10,"7,289","51,272",46.38%,"5,377","2,494","2,581",20,1661.062778,13.67317419,76,4.87,200,,,power-platform;power-bi,business-analyst;data-analyst,intermediate
Host a web application with Azure App Service,https://docs.microsoft.com/en-us/learn/modules/host-a-web-app-with-azure-app-service/,8,"12,155","136,000",26.81%,"9,266","2,484","2,850",9,3477.541944,17.16598245,31,4.789115646,147,"7,008","4,575",azure;azure-app-service;azure-portal,developer;solution-architect;student,beginner
Describe identity concepts,https://docs.microsoft.com/en-us/learn/modules/describe-identity-principles-concepts/,8,"4,174","35,587",68.18%,"3,642","2,483","2,695",2,1414.115,20.32747964,19,4.88125,480,,,azure-active-directory,business-user;student,beginner
Explore data ingestion in Azure,https://docs.microsoft.com/en-us/learn/modules/explore-data-ingestion-azure/,5,"4,076","25,979",68.73%,"3,595","2,471","2,679",7,1193.372778,17.56682205,23,4.865248227,141,,,azure,administrator;business-user;data-engineer,beginner
Introduction to SQL Server on Linux,https://docs.microsoft.com/en-us/learn/modules/introduction-sql-server-linux/,6,"4,760","32,604",64.98%,"3,775","2,453","2,645",47,713.6247222,8.995269608,26,4.705,200,,,sql-server,administrator,beginner
Configure subscriptions,https://docs.microsoft.com/en-us/learn/modules/configure-subscriptions/,10,"3,640","37,252",73.81%,"3,322","2,452","2,776",7,1396.473333,23.01879121,30,4.784482759,116,,,azure,administrator,intermediate
Explore what Power BI can do for you,https://docs.microsoft.com/en-us/learn/modules/explore-power-bi-service/,7,"21,351","84,996",13.31%,"18,392","2,448","2,072",37,4516.604167,12.69243829,69,4.679245283,265,,,power-bi;power-platform,business-user;data-analyst,beginner
Query relational data in Azure,https://docs.microsoft.com/en-us/learn/modules/query-relational-data/,7,"4,644","38,584",56.07%,"4,321","2,423","2,591",5,1806.392778,23.33840798,26,4.78125,192,"2,201","1,683",azure,administrator;business-user;data-engineer;student,beginner
Get started with Power Automate,https://docs.microsoft.com/en-us/learn/modules/get-started-flows/,9,"21,289","98,591",15.54%,"15,306","2,378","2,149",21,4752.050556,13.39297446,66,4.7,230,,,power-platform;power-automate,business-user;maker;functional-consultant,beginner
Align requirements with cloud types and service models in Azure,https://docs.microsoft.com/en-us/learn/modules/align-requirements-in-azure/,8,"4,652","36,079",57.27%,"4,138","2,370","2,493",15,1293.591111,16.68432216,35,4.748717949,195,,,azure,solution-architect,beginner
Build a containerized web application with Docker,https://docs.microsoft.com/en-us/learn/modules/intro-to-containers/,8,"6,293","45,342",51.83%,"4,563","2,365","2,797",16,1849.276111,17.63174427,57,4.746376812,138,,,azure,developer;student,beginner
Design a data model in Power BI ,https://docs.microsoft.com/en-us/learn/modules/design-model-power-bi/,11,"11,359","82,250",24.02%,"9,848","2,365","2,455",19,7262.974444,38.36415764,128,4.762430939,181,,,power-bi;power-platform,data-analyst,intermediate
Manage access to an Azure subscription by using Azure role-based access control (Azure RBAC),https://docs.microsoft.com/en-us/learn/modules/manage-subscription-access-azure-rbac/,5,"3,507","22,311",80.64%,"2,919","2,354","2,560",36,529.0191667,9.050798403,21,4.863157895,190,,,azure;azure-active-directory;azure-rbac,administrator,beginner
Describe the identity and access management capabilities of Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/describe-identity-access-management-capabilities-of-microsoft-365/,6,"4,162","26,580",65.38%,"3,596","2,351","2,540",12,1398.523889,20.16132468,29,4.820143885,139,,,azure-active-directory;m365;office-365;windows,business-owner;business-user,beginner
Explore non-relational data offerings in Azure,https://docs.microsoft.com/en-us/learn/modules/explore-non-relational-data-offerings-azure/,7,"4,529","36,708",53.41%,"4,361","2,329","2,430",11,3098.121667,41.0437845,41,4.808333333,120,,,azure,administrator;business-user;data-engineer;student,beginner
Configure Azure policy,https://docs.microsoft.com/en-us/learn/modules/configure-azure-policy/,10,"3,397","37,160",75.60%,"3,074","2,324","2,606",11,1136.183056,20.06799627,30,4.845360825,97,,,azure,administrator,intermediate
Perform basic string formatting in C#,https://docs.microsoft.com/en-us/learn/modules/csharp-basic-formatting/,8,"4,441","40,880",61.53%,"3,777","2,324","2,538",16,2083.324167,28.14668993,32,4.862416107,298,,,dotnet,developer;student,beginner
"Upload, download, and manage data with Azure Storage Explorer",https://docs.microsoft.com/en-us/learn/modules/upload-download-and-manage-data-with-azure-storage-explorer/,6,"3,617","24,789",72.03%,"3,189","2,297","2,555",7,991.8394444,16.45296286,37,4.704918033,122,"1,644","1,371",azure;azure-storage;azure-cosmos-db;azure-data-lake,solution-architect;administrator,beginner
Explore data storage and processing in Azure,https://docs.microsoft.com/en-us/learn/modules/explore-data-storage-processing-azure/,5,"3,769","24,514",67.80%,"3,385","2,295","2,489",10,1502.333889,23.91616698,24,4.907142857,140,,,azure,administrator;business-user;data-engineer,beginner
Create custom roles for Azure resources with Azure role-based access control (Azure RBAC),https://docs.microsoft.com/en-us/learn/modules/create-custom-azure-roles-with-rbac/,6,"3,065","21,501",84.05%,"2,714","2,281","2,528",28,462.2430556,9.048803698,30,4.835365854,164,,,azure;azure-rbac,administrator,beginner
Manage your business with Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/manage-your-business-with-microsoft-365/,10,"3,817","39,573",63.95%,"3,467","2,217","2,385",9,1991.991944,31.3124225,42,4.776119403,134,,,m365;office-365,business-owner;business-user,beginner
Customize a canvas app in Power Apps,https://docs.microsoft.com/en-us/learn/modules/customize-apps-in-powerapps/,5,"4,710","25,277",56.98%,"3,889","2,216","2,290",7,1216.163056,15.492523,38,4.787439614,207,,,power-platform;power-apps,business-user;maker;functional-consultant,beginner
Distribute your services across Azure virtual networks and integrate them by using virtual network peering,https://docs.microsoft.com/en-us/learn/modules/integrate-vnets-with-vnet-peering/,6,"3,502","23,899",74.61%,"2,954","2,204","2,386",7,1005.649167,17.22985437,42,4.872881356,118,"1,359","1,199",azure;azure-virtual-network,solution-architect;administrator,beginner
Configure role-based access control,https://docs.microsoft.com/en-us/learn/modules/configure-role-based-access-control/,9,"3,098","30,529",76.43%,"2,855","2,182","2,442",4,1144.205556,22.16021089,27,4.795918367,98,,,azure,administrator,intermediate
Deploy and run a containerized web app with Azure App Service,https://docs.microsoft.com/en-us/learn/modules/deploy-run-container-app-service/,8,"7,235","40,526",49.52%,"4,396","2,177","2,261",13,1231.921944,10.21635337,46,4.651785714,112,,,azure;azure-app-service;azure-container-registry,developer;solution-architect;administrator,beginner
Monitor and troubleshoot your end-to-end Azure network infrastructure by using network monitoring tools,https://docs.microsoft.com/en-us/learn/modules/troubleshoot-azure-network-infrastructure/,6,"3,420","21,943",77.79%,"2,778","2,161","2,376",19,815.1558333,14.30097953,62,4.8,125,,,azure;azure-virtual-network;azure-network-watcher,solution-architect;administrator,beginner
Describe the cloud security capabilities of Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/describe-cloud-security-capabilities-of-microsoft-365/,5,"4,053","20,319",76.22%,"2,830","2,157","2,379",7,519.5944444,7.691997697,11,4.785714286,98,,,m365;office-365,business-owner;business-user,beginner
Move Azure resources to another resource group,https://docs.microsoft.com/en-us/learn/modules/move-azure-resources-another-resource-group/,8,"3,290","27,987",78.90%,"2,734","2,157","2,429",13,714.895,13.03759878,42,4.776923077,130,,,azure;azure-resource-manager,administrator,beginner
Store and share files in your app with Azure Files,https://docs.microsoft.com/en-us/learn/modules/store-and-share-with-azure-files/,7,"3,488","27,455",70.26%,"3,050","2,143","2,393",8,1506.618333,25.91659977,51,4.666666667,111,"1,670","1,274",azure;azure-files;azure-storage,solution-architect;administrator,beginner
Introduction to creating measures using DAX in Power BI,https://docs.microsoft.com/en-us/learn/modules/create-measures-dax-power-bi/,10,"10,508","67,621",28.06%,"7,594","2,131","2,196",12,4715.753611,26.92664795,160,4.744565217,184,,,power-bi;power-platform,data-analyst,intermediate
Choose the right disk storage for your virtual machine workload,https://docs.microsoft.com/en-us/learn/modules/choose-the-right-disk-storage-for-vm-workload/,5,"2,937","17,715",82.33%,"2,552","2,101","2,332",14,785.0286111,16.03735671,24,4.75,168,,,azure;azure-virtual-machines;azure-disk-storage,solution-architect;administrator,beginner
Execute an Azure Function with triggers,https://docs.microsoft.com/en-us/learn/modules/execute-azure-function-with-triggers/,9,"5,907","55,547",44.54%,"4,717","2,101","2,387",11,2430.7275,24.68996953,83,4.703030303,165,"3,318","2,729",azure;azure-functions;azure-portal,developer;student,beginner
Create a long-running serverless workflow with Durable Functions,https://docs.microsoft.com/en-us/learn/modules/create-long-running-serverless-workflow-with-durable-functions/,7,"4,329","35,013",56.86%,"3,693","2,100","2,322",13,2378.863056,32.97107492,46,4.751724138,145,"1,951","1,656",azure;azure-functions,developer,beginner
Introduction to Linux on Azure,https://docs.microsoft.com/en-us/learn/modules/intro-to-azure-linux/,6,"3,497","21,804",74.18%,"2,831","2,100","2,330",37,653.6186111,11.21450291,16,4.627027027,185,,,azure,administrator;solution-architect;business-owner,beginner
Configure the network for your virtual machines,https://docs.microsoft.com/en-us/learn/modules/configure-network-for-azure-virtual-machines/,8,"5,084","30,157",62.17%,"3,368","2,094","2,331",18,1017.861667,12.0125295,94,4.813953488,129,,,azure;azure-virtual-machines;azure-virtual-network;azure-expressroute;azure-vpn-gateway;azure-virtual-network,developer;administrator;security-engineer,intermediate
Describe the threat protection capabilities of Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/describe-threat-protection-capabilities-of-microsoft-365/,7,"3,155","25,694",73.93%,"2,816","2,082","2,260",6,1028.761111,19.56439514,24,4.794642857,112,,,m365;office-365,business-owner;business-user,beginner
Configure storage accounts,https://docs.microsoft.com/en-us/learn/modules/configure-storage-accounts/,9,"3,690","33,928",58.76%,"3,540","2,080","2,174",7,1847.815278,30.04577687,27,4.8,75,,,azure-storage-accounts,administrator,intermediate
